# NIEM Type Directory — one line per type for efficient semantic matching
# Format: qname | baseType | pattern | propCount | definition | topProperties
# Total: 2802 types
#
j:ProgramActivityType | nc:ActivityType | object | 6 | A data type for a set of details about the actions and events within a specific program. | ProgramActivityAugmentationPoint, ProgramActivityCategoryAbstract, ProgramActivityLevelOfIntensityAbstract, ProgramActivityOutcomeAbstract, ProgramActivityQuantity, ProgramActivityStaffingRatioText
j:ProgramEnrollmentType | nc:ActivityType | object | 2 | A data type for a set of details required for a subject's participation in a specific program. | ProgramEnrollmentAugmentationPoint, ProgramEnrollmentGoal
j:ProgramViolationType | j:OffenseType | object | 6 | A data type for a set of details describing activities and infractions of a subject in a program. | ProgramViolationAugmentationPoint, ProgramViolationCategoryAbstract, ProgramViolationDescriptionText, ProgramViolationID, ProgramViolationOutcomeAbstract, ProgramViolationRelatedOfficial
j:ProhibitedActDispositionAssociationType | nc:AssociationType | association | 3 | A data type for a relationship between a prohibited act and a disposition of the prohibited act. | Disposition, ProhibitedAct, ProhibitedActDispositionAssociationAugmentationPoint
j:ProhibitedActType | nc:ActivityType | object | 3 | A data type for a violation of published rule/code of conduct for which a person can be held accountable for through san | ProhibitedActAidingAbettingIndicator, ProhibitedActAugmentationPoint, ProhibitedActRepetitionQuantity
j:ProtectionOrderType | j:CourtOrderType | object | 5 | A data type for a civil order protecting one individual from another. | ProtectionOrderAugmentationPoint, ProtectionOrderBradyIndicator, ProtectionOrderConditionAbstract, ProtectionOrderConditionText, ProtectionOrderRestrictedPerson
j:RapSheetCycleType | - | object | 4 | A data type for a criminal history cycle, based upon a fingerprint submission that either establishes the subject record | RapSheetCycleAugmentationPoint, RapSheetCycleCaveat, RapSheetCycleEarliestDate, RapSheetCycleTrackingIdentificationID
j:RapSheetNonCriminalInformationType | j:RapSheetCycleType | object | 1 | A data type for a criminal history cycle to report non-criminal fingerprinting events, related to employment background  | RapSheetNonCriminalInformationAugmentationPoint
j:RapSheetPersonBiometricsAssociationType | nc:AssociationType | association | 1 | A data type for an association between biometric information and a person. | RapSheetPersonBiometricsAssociationAugmentationPoint
j:RapSheetPersonDNAType | - | object | 1 | A data type for an element in the rap sheet used solely to report that a DNA sample has been taken from the subject and  | RapSheetPersonDNAAugmentationPoint
j:RapSheetPurposeCodeSimpleType | xs:token | simple_value | 0 | A data type for a code set indicating the purpose for which the Rap Sheet will be used. | -
j:RapSheetPurposeCodeType | j:RapSheetPurposeCodeSimpleType | complex_value | 0 | A data type for a code set indicating the purpose for which the Rap Sheet will be used. | -
j:RapSheetType | nc:DocumentType | object | 8 | A data type for a "Record of Arrests and Prosecutions". | RapSheetAttentionText, RapSheetAugmentationPoint, RapSheetCaveat, RapSheetCycle, RapSheetPurposeCode, RapSheetTransactionControlIdentification, RapSheetTripleIStatusText, Subject
j:RegisterActionType | - | object | 5 | A data type for a history of an action for a case. | RegisterActionAugmentationPoint, RegisterActionDate, RegisterActionDescriptionText, RegisterActionJudge, RegisterActionTitleText
j:RegisterOfActionsType | - | object | 2 | A data type for a history of actions for a case. | RegisterAction, RegisterOfActionsAugmentationPoint
j:RegisteredOffenderOffenseOfRegistrationAssociationType | nc:AssociationType | association | 3 | A data type for a relationship between a registered offender and an offense for which the offender must register. | Offense, RegisteredOffender, RegisteredOffenderOffenseOfRegistrationAssociationAugmentationPoint
j:RegisteredOffenderType | nc:PersonType | object | 18 | A data type for information about a person who is required to register information with a law enforcement agency due to  | RegisteredOffenderAbsconderIndicator, RegisteredOffenderAugmentationPoint, RegisteredOffenderCategoryAbstract, RegisteredOffenderCategoryText, RegisteredOffenderConditionsText, RegisteredOffenderConviction, RegisteredOffenderCourtOrder, RegisteredOffenderDescriptionText
j:ReleaseReviewDecisionType | nc:ActivityType | object | 8 | A data type for a decision or outcome of a discharge review. | ReleaseReviewDecisionAugmentationPoint, ReleaseReviewDecisionBasisCommitmentText, ReleaseReviewDecisionBasisInstitutionalText, ReleaseReviewDecisionBasisParoleText, ReleaseReviewDecisionBasisSafetyText, ReleaseReviewDecisionNoActionTakenReasonText, ReleaseReviewDecisionNoIndicator, ReleaseReviewDecisionRetainedIndicator
j:RiskType | - | object | 3 | A data type for a field from COMPAS that identifies the risk that needs to be addressed during programming for community | RiskAugmentationPoint, RiskLevelAbstract, RiskScoreValue
j:SanctionType | nc:ActivityType | object | 24 | A data type for a sanction or penalty ordered for a subject as a result of a disposition of a charge. | SanctionAdultSentenceIndicator, SanctionAugmentationPoint, SanctionCategoryText, SanctionConcurrentIndicator, SanctionCreditedObligation, SanctionDaysSuspendedQuantity, SanctionDescriptionText, SanctionDisciplinaryAction
j:SentenceComputationAdjustmentType | - | object | 3 | A data type for an adjustment to a sentence computation, such as for good conduct time earned. | AdjustmentDayQuantity, AdjustmentReasonText, SentenceComputationAdjustmentAugmentationPoint
j:SentenceComputationType | - | object | 14 | A data type for a set of details consisting of the punishment imposed through judgment by a court on a subject. | SentenceComputationActualSatisfactionDate, SentenceComputationActualSatisfactionMethodText, SentenceComputationAdjustment, SentenceComputationAugmentationPoint, SentenceComputationBeganDate, SentenceComputationProjectedSatisfactionDate, SentenceComputationProjectedSatisfactionMethodText, SentenceComputationTerm
j:SentenceModificationType | nc:ActivityType | object | 15 | A data type for a change made to a sentence. | SentenceModificationAggravatedIndicator, SentenceModificationAugmentationPoint, SentenceModificationCharge, SentenceModificationConfinementCreditDayQuantity, SentenceModificationConfinementCreditIndicator, SentenceModificationDismissalIndicator, SentenceModificationDismissalRemainingCase, SentenceModificationDismissalRemainingQuantity
j:SentenceType | nc:ActivityType | object | 20 | A data type for a punishment resulting from conviction of charges in a court case. | SentenceAggravatedIndicator, SentenceAugmentationPoint, SentenceCharge, SentenceCondition, SentenceConfinementCreditDayQuantity, SentenceConfinementCreditIndicator, SentenceCourtFeeAmount, SentenceDeferredIndicator
j:SentencingGuidelineType | - | object | 5 | A data type for a sentencing guideline used for determining a sanction. | SentencingGuidelineAugmentationPoint, SentencingGuidelineChargeSeverityLevelText, SentencingGuidelineMonthsMaximumText, SentencingGuidelineMonthsMinimumText, SentencingGuidelineRecommendationMonthsText
j:SeparateeAssociateAssociationType | nc:PersonAssociationType | association | 2 | A data type for a relationship between people who must be kept separated. | ReasonForSeparationText, SeparateeAssociateAssociationAugmentationPoint
j:ServiceAssociationType | nc:AssociationType | association | 7 | A data type for a relationship between a service provider entity (person or organization) and a service recipient entity | ContactFrequencyText, ServiceAssociationAugmentationPoint, ServiceDescriptionText, ServiceProviderOrganization, ServiceProviderPerson, ServiceRecipientOrganization, ServiceRecipientPerson
j:ServiceCallLocationAssociationType | nc:AssociationType | association | 3 | A data type for a relationship between a service call and a location it involves. | Location, ServiceCall, ServiceCallLocationAssociationAugmentationPoint
j:ServiceCallType | nc:ActivityType | object | 19 | A data type for a call for service received from a person alerting an authority of a situation. | ServiceCallArrivedDate, ServiceCallAssignedUnit, ServiceCallAssistingUnit, ServiceCallAugmentationPoint, ServiceCallCategoryAbstract, ServiceCallCategoryText, ServiceCallClearanceCategoryAbstract, ServiceCallClearanceText
j:SeverityLevelType | - | object | 7 | A data type for a sentencing guideline severity level assigned to a charge by a judge or supervising agency. | SeverityLevelAssignedDate, SeverityLevelAssignedJudge, SeverityLevelAugmentationPoint, SeverityLevelCriminalHistoryScoreText, SeverityLevelDescriptionText, SeverityLevelIdentification, SeverityLevelIssuingAgency
j:SignatureType | - | object | 7 | A data type for a handwritten (and often stylized) depiction of someone's name, nickname, or even a simple X or other ma | SignatureAugmentationPoint, SignatureDate, SignatureImage, SignatureLocationText, SignatureMethodText, SignatureNameText, SignaturePersonName
j:StaffMemberQualificationType | - | object | 16 | A data type for a description of specific training, education or experience of a staff member. | StaffMemberQualificationAugmentationPoint, StaffMemberQualificationCategoryAbstract, StaffMemberQualificationExperienceCategoryAbstract, StaffMemberQualificationFelonyInLast3YearsIndicator, StaffMemberQualificationHighlyQualifiedTeacherIndicator, StaffMemberQualificationSatisfactionStatementText, StaffMemberQualificationSecurityClearanceCompletionDate, StaffMemberQualificationStatementText
j:StaffMemberType | nc:PersonType | object | 14 | A data type for a person who is employed by the agency or institution. | StaffMemberAffiliatedPrimaryProgram, StaffMemberAppliedForce, StaffMemberAssignedWeapon, StaffMemberAssociatedSubject, StaffMemberAugmentationPoint, StaffMemberBadgeNumberID, StaffMemberDisciplineText, StaffMemberIdentification
j:StatuteType | - | object | 16 | A data type for a law, rule, or ordinance within a jurisdiction. | StatuteAugmentationPoint, StatuteCategoryAbstract, StatuteCodeIdentification, StatuteCodeSectionIdentification, StatuteDescriptionText, StatuteEnactmentDate, StatuteJurisdiction, StatuteKeywordText
j:StructureType | nc:ItemType | object | 3 | A data type for a building or construction (e.g. built environment, non-building structure). | StructureAugmentationPoint, StructureCategoryAbstract, StructureOccupiedStatusAbstract
j:SubjectAppealDecisionReviewType | nc:ActivityType | object | 2 | A data type for an activity of considering and rendering a decision on a subject's appeal. | SubjectAppealDecisionReviewAugmentationPoint, SubjectAppealDecisionReviewResponseText
j:SubjectAppealType | j:AppealType | object | 7 | A data type for a set of details or events related to a subject's appeal. | SubjectAppealAssignmentText, SubjectAppealAugmentationPoint, SubjectAppealDecisionReview, SubjectAppealInterviewDate, SubjectAppealLogIdentification, SubjectAppealRequestedActionText, SubjectAppealReviewText
j:SubjectAssessmentRiskType | - | object | 3 | A data type for a risk identified by a subject assessment. | SubjectAssessmentRiskAugmentationPoint, SubjectAssessmentRiskCategoryAbstract, SubjectAssessmentRiskLevelText
j:SubjectAssessmentSupervisionHistoryType | j:SupervisionHistoryType | object | 3 | A data type for a description of a subject's supervision history as part of their assessment. | SubjectAssessmentSupervisionHistoryAugmentationPoint, SubjectAssessmentSupervisionHistoryCategoryAbstract, SubjectAssessmentSupervisionHistoryCategoryOccurrenceQuantity
j:SubjectAssessmentType | nc:AssessmentType | object | 44 | A data type for an event or activity involving the assessment of a corrections subject. | SubjectAssessmentAcademicAssessment, SubjectAssessmentAlcoholAbuseHistoryIndicator, SubjectAssessmentAlcoholUseAssessment, SubjectAssessmentArsonHistoryIndicator, SubjectAssessmentAssignmentAssessment, SubjectAssessmentAugmentationPoint, SubjectAssessmentCanContactEmployerIndicator, SubjectAssessmentCaseworkerEvaluation
j:SubjectAssignedAssignmentDisabilityPlacementType | nc:ActivityType | object | 4 | A data type for a kind of placement or assignment specific to a disability. | SubjectAssignedAssignmentDisabilityPlacementAugmentationPoint, SubjectAssignedDisabilityPlacementExpirationDate, SubjectAssignedDisabilityPlacementPhysicianComment, SubjectAssignedDisabilityPlacementRestriction
j:SubjectAssignedDisabilityPlacementRestrictionType | nc:ActivityType | object | 4 | A data type for a restriction on placement for a subject due to a disability. | SubjectAssignedDisabilityPlacementRestrictionAugmentationPoint, SubjectAssignedDisabilityPlacementRestrictionCategoryAbstract, SubjectAssignedDisabilityPlacementRestrictionRecordedDate, SubjectAssignedDisabilityPlacementRestrictionTemporaryIndicator
j:SubjectAssignmentType | j:AssignmentType | object | 11 | A data type for an event or activity involving the assignment of a corrections subject. | ProgramViolation, ServiceDeliveryProgram, SubjectAssignmentApprovalDate, SubjectAssignmentApprover, SubjectAssignmentAugmentationPoint, SubjectAssignmentCategoryAbstract, SubjectAssignmentDocument, SubjectAssignmentSegregationReasonText
j:SubjectClassificationAssessmentType | nc:AssessmentType | object | 6 | A data type for an activity that assesses a subject's need for treatment to correct characteristics, conditions, or beha | SubjectClassificationAssessmentAugmentationPoint, SubjectClassificationAssessmentCategoryText, SubjectClassificationAssessmentCriminalHistoryScoreText, SubjectClassificationAssessmentPurposeText, SubjectClassificationAssessmentRecommendedReleaseConditionsText, SubjectClassificationAssessmentRiskLevelAbstract
j:SubjectIntakeType | j:IntakeType | object | 3 | A data type for a set of details about a subject's intake process. | SubjectIntakeAugmentationPoint, SubjectIntakeConstraintDayQuantity, SubjectIntakeScreeningDate
j:SubjectMOType | - | object | 9 | A data type for details pertaining to facts attained from an actual crime scene, giving investigators insights into the  | SubjectMOActionAbstract, SubjectMOActionFeature, SubjectMOAugmentationPoint, SubjectMOGeneralLifestyleAbstract, SubjectMOGeneralLifestyleText, SubjectMOObservationAbstract, SubjectMOObservationText, SubjectMOSexualPracticesAbstract
j:SubjectPersonAssociationType | nc:AssociationType | association | 3 | A data type for an association between a subject and a person. | Person, Subject, SubjectPersonAssociationAugmentationPoint
j:SubjectProgramAssociationType | nc:AssociationType | association | 15 | A data type for an association between a Program and a subject who had some involvement. | Program, Subject, SubjectProgramAdmissionDate, SubjectProgramAssociationAugmentationPoint, SubjectProgramCounselorReassignmentIndicator, SubjectProgramEnrollmentProgramExitReasonText, SubjectProgramParticipationLevelAbstract, SubjectProgramReferral
j:SubjectReleaseNotificationType | em:NotificationType | object | 2 | A data type for a set of details for providing notification of a subject's release. | SubjectReleaseNotificationAugmentationPoint, SubjectReleaseNotificationRequirementCategoryAbstract
j:SubjectSecurityClassificationType | - | object | 4 | A data type for a process and method of assessing inmate risks that balance security requirements with program needs. | SubjectClassificationAssessment, SubjectSecurityClassificationActivity, SubjectSecurityClassificationAugmentationPoint, SubjectSecurityClassificationHearing
j:SubjectSupervisedEmploymentAssociationType | nc:EmploymentAssociationType | association | 15 | A data type for an association between a subject and supervised employment. | SubjectSupervisedEmploymentAssociationAugmentationPoint, SubjectSupervisedEmploymentEndDateTime, SubjectSupervisedEmploymentEndingPayAmount, SubjectSupervisedEmploymentHoursWorkedNumeric, SubjectSupervisedEmploymentPerformanceAttitudeTowardsCoworkersNumeric, SubjectSupervisedEmploymentPerformanceDemonstratedLevelNumeric, SubjectSupervisedEmploymentPerformanceEffortLevelNumeric, SubjectSupervisedEmploymentPerformanceInterestLevelNumeric
j:SubjectSupervisedEmploymentRecommendationType | - | object | 5 | A data type for a set of details in recommendation of a subject's supervised employment. | SubjectSupervisedEmploymentRecommendationAugmentationPoint, SubjectSupervisedEmploymentRecommendationComment, SubjectSupervisedEmploymentRecommendationPayDecreaseIndicator, SubjectSupervisedEmploymentRecommendationPayIncreaseIndicator, SubjectSupervisedEmploymentRecommendationReassignmentIndicator
j:SubjectSupervisionSegregationActionType | nc:ActivityType | object | 4 | A data type for a set of details about action taken to segregate a subject from the general population. | SubjectSupervisionSegregationActionAugmentationPoint, SubjectSupervisionSegregationActionCategoryAbstract, SubjectSupervisionSegregationActionComment, SubjectSupervisionSegregationActionStaffMember
j:SubjectSupervisionSegregationType | nc:ActivityType | object | 7 | A data type for a set of details about a subject's supervision segregation. | SubjectSupervisionSegregationAction, SubjectSupervisionSegregationAugmentationPoint, SubjectSupervisionSegregationConcernCategoryAbstract, SubjectSupervisionSegregationMovementComment, SubjectSupervisionSegregationMovementDate, SubjectSupervisionSegregationReasonText, SubjectSupervisionSegregationYardRestriction
j:SubjectSupervisionSegregationYardRestrictionType | nc:ActivityType | object | 3 | A data type for a set of details about a subject's segregation with respect to, or to include, yard restriction. | SubjectSupervisionSegregationYardRestrictionAugmentationPoint, SubjectSupervisionSegregationYardRestrictionCategoryAbstract, SubjectSupervisionSegregationYardRestrictionComment
j:SubjectType | nc:EntityType | object | 78 | A data type for a person or organization that is involved or suspected of being involved in a violation of a criminal st | DNACollectionStatusAbstract, InvoluntaryMedicationAction, InvolvementAbstract, Remark, SubjectAlcoholHistoryIndicator, SubjectAlert, SubjectAppeal, SubjectAppointment
j:SubjectVictimAssociationType | nc:AssociationType | association | 4 | A data type for a relationship between a subject and a victim. | Subject, SubjectVictimAssociationAugmentationPoint, Victim, VictimToSubjectRelationshipAbstract
j:SubjectWitnessAssociationType | nc:AssociationType | association | 3 | A data type for a relationship between a subject and a witness. | Subject, SubjectWitnessAssociationAugmentationPoint, Witness
j:SupervisedReleaseResourceType | - | object | 7 | A data type for a set of details about the resources of a subject at the time of release. | SupervisedReleaseClothing, SupervisedReleaseResource, SupervisedReleaseResourceAmount, SupervisedReleaseResourceAugmentationPoint, SupervisedReleaseResourceCashTotalAmount, SupervisedReleaseResourceID, SupervisedReleaseResourceTotalAmount
j:SupervisedReleaseType | nc:SupervisionType | object | 10 | A data type for an activity relating to the supervision of a subject based on specific conditions placed upon a subject  | SupervisedReleaseAugmentationPoint, SupervisedReleaseCategoryAbstract, SupervisedReleaseCategoryText, SupervisedReleaseElectronicMonitoringIndicator, SupervisedReleaseMultipleJurisdictionIndicator, SupervisedReleaseParoleUnitText, SupervisedReleaseProjectedEndDate, SupervisedReleaseRevocationDate
j:SupervisionAssessmentIncarcerationStatusType | nc:StatusType | object | 4 | A data type for a set of details about a subject's incarceration status. | SupervisionAssessmentIncarcerationStatusActiveHoldsNumberText, SupervisionAssessmentIncarcerationStatusAugmentationPoint, SupervisionAssessmentIncarcerationStatusHoldsAgencyName, SupervisionAssessmentIncarcerationStatusText
j:SupervisionAssessmentType | nc:AssessmentType | object | 3 | A data type for a set of details about a subject's supervision assessment. | SupervisionAssessmentAugmentationPoint, SupervisionAssessmentExclusionaryFactorText, SupervisionAssessmentHighRiskSexOffenderScoreValue
j:SupervisionHistoryType | - | object | 9 | A data type for a set of details about a subject's supervision history. | SupervisionHistoryAggressionAbstract, SupervisionHistoryAggressionNarrativeText, SupervisionHistoryAugmentationPoint, SupervisionHistoryClassificationScore, SupervisionHistoryContinuousMinimumCustodyIndicator, SupervisionHistoryNoSeriousDisciplinaryViolationsIndicator, SupervisionHistorySupervisionOffense, SupervisionHistoryTotalFavorablePointsNumeric
j:SupervisionIncidentPersonAssociationType | nc:AssociationType | association | 3 | A data type for an association between Supervision Incident and Person. | AbscondIndicator, SupervisionIncident, SupervisionIncidentPersonAssociationAugmentationPoint
j:SupervisionRestrictionType | nc:ActivityType | object | 4 | A data type for a restriction on a supervised person. | SupervisionRestrictionAbstract, SupervisionRestrictionAugmentationPoint, SupervisionRestrictionBehaviorText, SupervisionRestrictionPerson
j:SupervisionViolationType | j:OffenseType | object | 13 | A data type for a set of details about a subject's supervision violation. | SupervisionViolationAugmentationPoint, SupervisionViolationCircumstancesText, SupervisionViolationDAAcceptedCaseIndicator, SupervisionViolationInvestigativeReportText, SupervisionViolationIssuedDate, SupervisionViolationOtherDetailsText, SupervisionViolationQuantity, SupervisionViolationReferredToDADate
j:TargetType | - | object | 10 | A data type for a target or object against which an action is taken. | TargetAugmentationPoint, TargetCategoryText, TargetDescriptionText, TargetItem, TargetLocation, TargetName, TargetOrganization, TargetPerson
j:TelephoneCallAssociationType | nc:AssociationType | association | 8 | A data type for a relationship between an originating number, person, and/or organization and a receiving number, person | CallDuration, OriginatorOrganization, OriginatorPerson, OriginatorTelephoneNumber, ReceiverOrganization, ReceiverPerson, ReceiverTelephoneNumber, TelephoneCallAssociationAugmentationPoint
j:TelephoneCallRequestListAssociationType | j:SubjectPersonAssociationType | association | 3 | A data type for a relationship between a subject and people that have requested/been requested to be on subject telephon | TelephoneCallApprovalStatus, TelephoneCallRequestDate, TelephoneCallRequestListAssociationAugmentationPoint
j:TermType | nc:ActivityType | object | 5 | A data type for a duration length either in specific terms or as a range. | TermAugmentationPoint, TermDuration, TermLifeIndicator, TermMaximumDuration, TermMinimumDuration
j:TestResultType | - | object | 6 | A data type for a calculation or score of a test. | TestMonitorEntity, TestResultAugmentationPoint, TestResultCategoryAbstract, TestResultMeasure, TestResultText, TestSpecimenID
j:TestType | nc:ActivityType | object | 6 | A data type for a test administered by a person or organization. | Narrative, Recommendation, TestAugmentationPoint, TestMethodText, TestNextDate, TestResult
j:TipClassCodeSimpleType | xs:token | simple_value | 0 | A data type for a code set for a kind of tip. | -
j:TipClassCodeType | j:TipClassCodeSimpleType | complex_value | 0 | A data type for a code set for a kind of tip. | -
j:TipTaxonomyType | - | object | 4 | A data type for a category of information received as tip that may be used for analysis. | TipClassAbstract, TipDomainAbstract, TipSubclassText, TipTaxonomyAugmentationPoint
j:TitleStatusType | nc:StatusType | object | 2 | A data type for a state of a title. | TitleStatusAbstract, TitleStatusAugmentationPoint
j:TitleType | - | object | 18 | A data type for a deed or other official document showing the legal ownership of a property item. | Lien, TitleAugmentationPoint, TitleCategoryText, TitleDocumentCategoryAbstract, TitleDuplicateQuantity, TitleHolder, TitleIdentification, TitleIssueDate
j:ToolType | nc:ItemType | object | 3 | A data type for a role of an item used to facilitate commission of a crime. | ToolAugmentationPoint, ToolUsageText, ToolUser
j:TransportAssessmentType | nc:AssessmentType | object | 15 | A data type for a set of details of the assessment of a subject's suitability for transport. | TransportAssessmentActiveWarrantDetailText, TransportAssessmentActiveWarrantIndicator, TransportAssessmentAugmentationPoint, TransportAssessmentComment, TransportAssessmentDisciplinaryHistoryAssaultiveIndicator, TransportAssessmentDisciplinaryHistoryText, TransportAssessmentEscapeHistoryText, TransportAssessmentEscapeRiskLevelAbstract
j:VehicleBrandType | - | object | 8 | A data type for a brand issued to a vehicle. | VehicleBrandAugmentationPoint, VehicleBrandDamagePercentageCategoryAbstract, VehicleBrandDate, VehicleBrandDesignationAbstract, VehicleBrandSalvagePercent, VehicleBrandVehicleDispositionAbstract, VehicleBrandVehicleSourceName, VehicleBrander
j:VehicleBranderType | nc:OrganizationType | object | 3 | A data type for an organization which brands vehicles. | VehicleBranderAugmentationPoint, VehicleBranderCategoryAbstract, VehicleBranderIdentification
j:VehicleEmissionInspectionType | j:VehicleInspectionType | object | 3 | A data type for an official examination to test the emissions level of a vehicle. | VehicleEmissionInspectionAugmentationPoint, VehicleInspectionEmissionCertificationIdentification, VehicleInspectionEmissionPassIndicator
j:VehicleEntityAssociationType | nc:ItemEntityAssociationType | association | 2 | A data type for an association between a vehicle and an entity. | VehicleEntityAssociationAugmentationPoint, VehicleOwnershipCategoryAbstract
j:VehicleInspectionType | nc:ActivityType | object | 7 | A data type for an official examination of a vehicle. | VehicleInspectionAddress, VehicleInspectionAugmentationPoint, VehicleInspectionInspectorIdentification, VehicleInspectionJurisdictionAuthorityAbstract, VehicleInspectionSmogCertificateAbstract, VehicleInspectionStationIdentification, VehicleInspectionTestCategoryText
j:VehicleSafetyInspectionType | j:VehicleInspectionType | object | 2 | A data type for an official examination of the safety of a vehicle. | VehicleInspectionSafetyPassIndicator, VehicleSafetyInspectionAugmentationPoint
j:VerdictType | nc:ActivityType | object | 9 | A data type for a finding related to a charge. | VerdictAugmentationPoint, VerdictDate, VerdictDescriptionText, VerdictDispositionDate, VerdictDispositionName, VerdictIssuingCourt, VerdictIssuingJudge, VerdictIssuingJudgeIndicator
j:VictimMOType | - | object | 11 | A data type for details pertaining to facts attained from an actual crime scene, giving investigators insights into beha | VictimMOActionAbstract, VictimMOApproachedAbstract, VictimMOAugmentationPoint, VictimMOBindingsAbstract, VictimMOFoundClothedAbstract, VictimMOFoundClothedDescriptionText, VictimMOGeneralLifestyleAbstract, VictimMORecoveryAbstract
j:VictimType | nc:EntityType | object | 22 | A data type for a person who suffers injury, loss, or death as a result of an incident. | VictimAggravatedAssaultHomicideFactorAbstract, VictimAggravatedAssaultHomicideFactorNDExAbstract, VictimAggravatedAssaultHomicideFactorText, VictimAugmentationPoint, VictimCategoryAbstract, VictimContactedIndicator, VictimDispositionText, VictimEntityAbstract
j:VictimWitnessAssociationType | nc:AssociationType | association | 4 | A data type for a relationship between a victim and a witness. | VictimOrganization, VictimPerson, VictimWitnessAssociationAugmentationPoint, Witness
j:ViolatedStatuteAssociationType | nc:AssociationType | association | 5 | A data type for an association of a statute that has been violated and other information. | Incident, Statute, Subject, Victim, ViolatedStatuteAssociationAugmentationPoint
j:VisitationType | nc:ActivityType | object | 18 | A data type for a record of a person visiting another person under restricted access. | VisitationAugmentationPoint, VisitationContraband, VisitationDenialReasonAbstract, VisitationNonContactVisitsEndDate, VisitationNonContactVisitsLengthNumeric, VisitationNonContactVisitsStartDate, VisitationParoleOfficerNotifiedIndicator, VisitationPurposeText
j:VisitorAssociationType | nc:AssociationType | association | 6 | A data type for a relationship between a visitor and a person they visited. | VisitDescriptionText, VisitedOrganization, VisitedPerson, VisitorAssociationAugmentationPoint, VisitorOrganization, VisitorPerson
j:VisitorRequestListAssociationType | j:SubjectPersonAssociationType | association | 4 | A data type for a relationship between a subject and a person who has visited, has tried to visit, or has been designate | VisitorApprovalStatus, VisitorNonContactIndicator, VisitorRequestDate, VisitorRequestListAssociationAugmentationPoint
j:WarrantType | j:CourtOrderType | object | 10 | A data type for an authorization for an enforcement official to perform a specified action. | InvestigatorNarrative, WarrantAppearanceBail, WarrantAppearanceBailForfeitText, WarrantAugmentationPoint, WarrantCategoryAbstract, WarrantExtraditionLimitationAbstract, WarrantExtraditionStateName, WarrantFurtherProcessingText
j:WatchType | j:JewelryType | object | 5 | A data type for a small, portable time piece. | WatchAugmentationPoint, WatchFaceColorText, WatchFaceDisplayText, WatchFaceMaterialText, WatchFaceShapeText
j:WitnessType | nc:PersonType | object | 9 | A data type for a person who has observed an incident. | WitnessAccountDescriptionText, WitnessAugmentationPoint, WitnessDate, WitnessIdentification, WitnessLocationDescriptionText, WitnessReportVerifiedIndicator, WitnessSequenceNumberText, WitnessSpecialConditionText
lrn-dev:CourseInteractionModeCodeSimpleType | xs:token | simple_value | 0 | A data type for a primary type of interaction, synchronous or asynchronous, defined for the course. | -
lrn-dev:CourseInteractionModeCodeType | lrn-dev:CourseInteractionModeCodeSimpleType | complex_value | 0 | A data type for a primary type of interaction, synchronous or asynchronous, defined for the course. | -
lrn-dev:CourseRepeatCodeSimpleType | xs:token | simple_value | 0 | A data type for an indication that an academic course has been repeated by a student and how that repeat is to be comput | -
lrn-dev:CourseRepeatCodeType | lrn-dev:CourseRepeatCodeSimpleType | complex_value | 0 | A data type for an indication that an academic course has been repeated by a student and how that repeat is to be comput | -
lrn-dev:CourseSectionType | - | object | 13 | A data type for an individual course offering, distinguished from other course sections by date, time, location, instruc | CourseSectionAugmentationPoint, CourseSectionEndDate, CourseSectionEnrollmentStatusCategoryText, CourseSectionEntryCategoryText, CourseSectionExitCategoryText, CourseSectionExitWithdrawalDate, CourseSectionID, CourseSectionInstructionMethodText
lrn-dev:CourseType | - | object | 50 | A data type for a collection of learning activities that are studied with the intention of achieving learning outcomes.  | CourseAcademicGradeScaleText, CourseAcademicGradeStatusText, CourseAcademicGradeText, CourseAddDate, CourseAdditionalInformationText, CourseAdministratorInstructionText, CourseApplicableEducationLevelText, CourseAugmentationPoint
lrn-dev:InstructionalProgramType | - | object | 3 | A data type for a discipline and an organized sequence or grouping of courses leading to a defined objective such as a m | Course, InstructionalProgramAugmentationPoint, InstructionalProgramID
lrn-dev:IntelligenceTestType | j:TestType | object | 2 | A data type for an intelligence test, now referred to as intelligence quotient (IQ) test, is the most widely-known and u | IntelligenceTestAugmentationPoint, IntelligenceTestCategoryText
lrn-dev:SexCodeSimpleType | xs:token | simple_value | 0 | A data type for student sex codes. | -
lrn-dev:SexCodeType | lrn-dev:SexCodeSimpleType | complex_value | 0 | A data type for student sex codes. | -
m:CANUSLexiconAPR07CategoryCodeSimpleType | xs:token | simple_value | 0 | A data type for a category defined by the April 2007 Canada/USA Bi-National Vessel of Interest (VOI) Lexicon category co | -
m:CANUSLexiconAPR07CategoryCodeType | m:CANUSLexiconAPR07CategoryCodeSimpleType | complex_value | 0 | A data type for a category as defined by the April 2007 Canada/USA Bi-National Vessel of Interest (VOI) Lexicon category | -
m:CANUSLexiconAPR07ThreatCodeSimpleType | xs:token | simple_value | 0 | A data type for a threat code as defined by the April 2007 Canada/USA Bi-National Vessel of Interest (VOI) Lexicon threa | -
m:CANUSLexiconAPR07ThreatCodeType | m:CANUSLexiconAPR07ThreatCodeSimpleType | complex_value | 0 | A data type for a threat code as defined by the April 2007 Canada/USA Bi-National Vessel of Interest (VOI) Lexicon threa | -
m:CDCCargoListType | - | object | 2 | A data type for a list of certain dangerous cargo (CDC). | CDCCargo, CDCCargoListAugmentationPoint
